,gender,mental_health,order,x,y,testimonials_short,display_testimonial
61,Woman,0,0,0,0,"It’s a shame that<br>organizations as UN Women<br>exist, the only reason is to<br>let a bunch of lazy women have<br>a living out of thin air. GET<br>A REAL [...]",1
62,Woman,0,0,1,0,0,0
63,Woman,0,0,2,0,0,0
64,Woman,0,0,3,0,"Ethnic statistics are<br>forbidden in France, and<br>rightly so. How in the world<br>is ethnicity relevant to the<br>issue?",1
65,Woman,0,0,4,0,0,0
66,Woman,0,0,0,1,0,0
67,Woman,0,0,1,1,More anxiety due to the lack<br>of certainty about the future<br>and economy.,1
68,Woman,0,0,2,1,I had experience with panic<br>attack’s- which made me very<br>week but I managed to take it<br>under control,1
69,Woman,0,0,3,1,0,0
70,Woman,0,0,4,1,0,0
71,Woman,0,0,0,2,I have a mental health<br>condition and have been having<br>ongoing support for it from<br>BEFORE the quarantine. This<br>quarantine hasn't affected me<br>AT [...],1
72,Woman,0,0,1,2,I feel that my mental health<br>has been severely affected by<br>the lockdown.,1
73,Woman,0,0,2,2,0,0
74,Woman,0,0,3,2,0,0
75,Woman,1,0,6,0,"I feel a lot of uncertainty<br>about what will happen. I<br>really miss my friends, and<br>feel keenly my loss of<br>voluntary roles and leisure. I<br>feel [...]",1
76,Woman,1,0,7,0,I wish people had the courage<br>to question and challenge this<br>bullshit that has been shoved<br>down our throats. No questions<br>asked. Communism is [...],1
77,Woman,1,0,8,0,Can’t wait to see people again,1
78,Woman,1,0,9,0,0,0
79,Woman,1,0,10,0,I feel like although my<br>experiences of home life have<br>remained the same some of my<br>friends have not been so lucky,1
80,Woman,1,0,6,1,0,0
81,Woman,1,0,7,1,"To save my sanity, I spend 4<br>days a week working 7.5 hours<br>a day at my partners flat<br>returning to my family home at<br>the weekends where I [...]",1
82,Woman,1,0,8,1,It stops my super plans and I<br>loose my boyfriend,1
83,Woman,1,0,9,1,"I have two part time jobs, and<br>whilst one manager has always<br>been very supportive and<br>understands work productivity<br>is less during lockdown, my<br>[...]",1
84,Woman,1,0,10,1,I wanna fuck my crush!!,1
85,Woman,1,0,6,2,"I feel stressed, the<br>uncertainty about the future<br>is making me extreemly anxious",1
86,Woman,1,0,7,2,0,0
87,Woman,1,0,8,2,0,0
88,Woman,1,0,9,2,0,0
89,Woman,1,0,10,2,0,0
90,Woman,1,0,6,3,0,0
91,Woman,1,0,7,3,"As an activist and researcher,<br>my activism has not been taken<br>into account during lockdown.<br>I feel like everything I’ve<br>worked towards - the [...]",1
92,Woman,1,0,8,3,0,0
93,Woman,1,0,9,3,My feeling of being worried<br>for my safety is not directly<br>related to actions/the people<br>I am in lockdown with but<br>their behaviour has triggered<br>[...],1
94,Woman,1,0,10,3,0,0
95,Woman,1,0,6,4,"People not keeping to the<br>social distancing rules,<br>meeting up with friends and<br>family etc, clear to see in<br>the local community I live in",1
96,Woman,1,0,7,4,"I lost my job in March, having<br>started in February. We were<br>trying for a baby since<br>December. We now have no way<br>to support a baby financially<br>[...]",1
97,Woman,1,0,8,4,0,0
98,Woman,1,0,9,4,0,0
99,Woman,1,0,10,4,0,0
100,Woman,1,0,6,5,"I am struggling to work from<br>home, maintain my<br>relationship, keep my home,<br>and be a superwoman. It’s hard<br>not to break",1
101,Woman,1,0,7,5,I am the only person in my<br>team who hasn’t been<br>furloughed and so my workload<br>has increased drastically. I<br>also haven’t seen family or<br>friends [...],1
102,Woman,2,0,12,0,0,0
103,Woman,2,0,13,0,0,0
104,Woman,2,0,14,0,"history of abuse made me never<br>stay home longer than needed,<br>as i still don’t feel<br>comfortable doing things at<br>home by myself.so these weeks<br>are [...]",1
105,Woman,2,0,15,0,0,0
106,Woman,2,0,16,0,0,0
107,Woman,2,0,12,1,0,0
108,Woman,2,0,13,1,It's a very hard time,1
109,Woman,2,0,14,1,0,0
110,Woman,2,0,15,1,0,0
111,Woman,2,0,16,1,0,0
112,Woman,2,0,12,2,0,0
113,Woman,2,0,13,2,"Weirdly, I’ve managed to<br>connect with my partner better<br>since being forced together.<br>However I find his flat mate<br>incredibly patronising and<br>[...]",1
114,Woman,2,0,14,2,0,0
115,Woman,2,0,15,2,It's made me realise I want to<br>discuss separation when<br>lockdown is over.,1
116,Woman,2,0,16,2,0,0
117,Woman,2,0,12,3,"My family conflicts have<br>risen, and I have struggled a<br>lot with my overall already<br>existing mental health issues",1
118,Woman,2,0,13,3,0,0
119,Woman,2,0,14,3,0,0
120,Woman,2,0,15,3,0,0
121,Woman,2,0,16,3,0,0
122,Woman,2,0,12,4,0,0
123,Woman,2,0,13,4,"It has been quite stressful,<br>since I'm already prone to<br>anxiety. If you're someone who<br>likes to micromanage every<br>aspect of their life, the<br>[...]",1
124,Woman,2,0,14,4,0,0
125,Woman,2,0,15,4,0,0
126,Woman,2,0,16,4,0,0
127,Woman,2,0,12,5,"My husband is supportive, but<br>during the lockdown, there<br>have been many times where he<br>has been unable to cope with<br>my anxieties",1
128,Woman,2,0,13,5,0,0
129,Woman,2,0,14,5,0,0
130,Woman,2,0,15,5,Straining relationships,1
131,Woman,2,0,16,5,I am a key worker in a<br>pharmacy. I feel lockdown and<br>covid has really brought out<br>the best and qualities in<br>people. It’s lovely on one<br>hand how [...],1
132,Woman,2,0,12,6,0,0
133,Woman,2,0,13,6,0,0
134,Woman,2,0,14,6,The hardest part of lockdown<br>has been not being able to see<br>my children in person and I am<br>missing them a great deal,1
135,Woman,2,0,15,6,0,0
136,Woman,2,0,16,6,0,0
137,Woman,2,0,12,7,0,0
138,Woman,2,0,13,7,0,0
139,Woman,2,0,14,7,0,0
140,Woman,2,0,15,7,0,0
141,Woman,2,0,16,7,I just pray that everyone<br>follows protocol so that we<br>can one day soon go to a new<br>normal,1
142,Woman,2,0,12,8,0,0
143,Woman,2,0,13,8,0,0
144,Woman,2,0,14,8,Being isolated from other<br>mothers and women has been<br>hard. I have 4 sons (the<br>youngest is 3 months old) and<br>I have missed being able to<br>discuss [...],1
145,Woman,2,0,15,8,Monday is the worst day. Women<br>look after people more than<br>men. Women worry and care<br>more. The emotions we are<br>going through are similar to<br>[...],1
146,Woman,2,0,16,8,0,0
147,Woman,2,0,12,9,Working from home is less<br>productive so spend more<br>quantity time but less quality<br>time. Good and bad.,1
148,Woman,2,0,13,9,0,0
149,Woman,2,0,14,9,0,0
150,Woman,2,0,15,9,I am experiencing relatively<br>extreme mood swings. It feels<br>harder to manage my emotions.,1
151,Woman,2,0,16,9,"I feel anxious about other<br>issues that are being ignored<br>and that the government is<br>saying just to use common<br>sense, which is subjective and<br>a [...]",1
152,Woman,2,0,12,10,"It’s hard working from home,<br>exhausting. And whilst it’s<br>nice to spend time going for<br>walks I’d rather be getting on<br>with my life but the future<br>[...]",1
153,Woman,2,0,13,10,0,0
154,Woman,2,0,14,10,0,0
155,Woman,2,0,15,10,V negative,1
156,Woman,2,0,16,10,0,0
157,Woman,2,0,12,11,0,0
158,Woman,2,0,13,11,I have enjoyed the time to<br>slow down and think more and<br>I’ve realised that my<br>lifestyle will change after<br>lockdown.,1
159,Woman,2,0,14,11,Enjoying time with my children<br>- however worried they are<br>falling behind academically.<br>Realising that life was<br>extremely stressful prior to<br>the [...],1
160,Woman,2,0,15,11,0,0
161,Woman,2,0,16,11,0,0
162,Woman,2,0,12,12,0,0
163,Woman,2,0,13,12,0,0
164,Woman,2,0,14,12,Bored of lockdown but anxious<br>about coming out of lockdown<br>too,1
165,Woman,2,0,15,12,0,0
166,Woman,2,0,16,12,"Every day is like an emotional<br>rollercoaster, absolutely fine<br>and grateful one day and the<br>next depressed and wish life<br>would be normal again",1
167,Woman,2,0,12,13,"I struggle a bit with anxiety<br>and social anxiety, being at<br>home has increased this on the<br>basis I’m not out everyday<br>building resistance to this<br>[...]",1
168,Woman,2,0,13,13,0,0
169,Woman,2,0,14,13,Sometimes shops and shop<br>keepers say they would rather<br>I did not take my wheelchair<br>into their shops. A shop told<br>me he had a portable ramp but<br>[...],1
170,Woman,2,0,15,13,It’s been really hard. I’m<br>confined to a very small flat<br>with my Autistic son and there<br>have been arguments every day.<br>Neither of us have any [...],1
171,Woman,2,0,16,13,0,0
172,Woman,2,0,12,14,Going outside for any reason<br>makes me very anxious. My<br>boyfriend's job requires him<br>to travel by bus into the city<br>and talk to the general [...],1
173,Woman,2,0,13,14,Just because people aren’t<br>pensioners doesn’t mean<br>they’re not vulnerable. Living<br>alone has been incredibly<br>difficult and I’m not someone<br>that [...],1
174,Woman,2,0,14,14,Getting stressed because kids<br>play up more due to not going<br>out,1
175,Woman,2,0,15,14,0,0
176,Woman,2,0,16,14,As I work as a teacher it is a<br>massive worry that the<br>government are talking about<br>reopening schools to certain<br>year groups especially as the<br>[...],1
177,Woman,2,0,12,15,"I've lost the daily<br>distractions that really helpe<br>to keep my mental health<br>afloat. Especially during more<br>hormonal times of the month,<br>the lows [...]",1
178,Woman,2,0,13,15,I have chronic and mental<br>health conditions which have<br>been affected by all of this.<br>My hospital appointments have<br>been cancelled so I am left<br>[...],1
179,Woman,2,0,14,15,"It has led for a lot of time<br>to think about past traumatic<br>experiences that I have been<br>able to mask and push to the<br>back of my mind, using [...]",1
180,Woman,2,0,15,15,0,0
181,Woman,2,0,16,15,0,0
182,Woman,2,0,12,16,I am worried that my boyfriend<br>will be dissapointed with me<br>as he wanted someone more that<br>a woman who cooks and cleans.<br>I am worried that he [...],1
183,Woman,3,0,18,0,0,0
184,Woman,3,0,19,0,"The lockdown has allowed me to<br>appreciate where I live much<br>more, enjoying nature and<br>taking time out of the day to<br>go on walks is lovely",1
185,Woman,3,0,20,0,0,0
186,Woman,3,0,21,0,0,0
187,Woman,3,0,22,0,0,0
188,Woman,3,0,18,1,0,0
189,Woman,3,0,19,1,0,0
190,Woman,3,0,20,1,0,0
191,Woman,3,0,21,1,0,0
192,Woman,3,0,22,1,0,0
193,Woman,3,0,18,2,0,0
194,Woman,3,0,19,2,0,0
195,Woman,3,0,20,2,0,0
196,Woman,3,0,21,2,0,0
197,Woman,3,0,22,2,0,0
198,Woman,3,0,18,3,0,0
199,Woman,3,0,19,3,I’m worried about the impact<br>this will have on my future<br>career as a freelance musician,1
200,Woman,3,0,20,3,I've had to switch off a lot<br>more from social media and the<br>news to stay positive. I've<br>also reduced the amount<br>notifications I get from<br>social [...],1
201,Woman,3,0,21,3,I am tired of seeing people<br>die & our leaders not being<br>responsible enough. That is<br>all.,1
202,Woman,3,0,22,3,Please keep doing this for<br>everyone in the world. For<br>abused and maybe for abusers.<br>This time has made reflect<br>more that there’s no [...],1
203,Woman,3,0,18,4,0,0
204,Woman,3,0,19,4,0,0
205,Woman,3,0,20,4,0,0
206,Woman,3,0,21,4,0,0
207,Woman,3,0,22,4,0,0
208,Woman,3,0,18,5,0,0
209,Woman,3,0,19,5,0,0
210,Woman,3,0,20,5,0,0
211,Woman,3,0,21,5,0,0
212,Woman,3,0,22,5,0,0
213,Woman,3,0,18,6,0,0
214,Woman,3,0,19,6,0,0
215,Woman,3,0,20,6,0,0
216,Woman,3,0,21,6,0,0
217,Woman,3,0,22,6,0,0
218,Woman,3,0,18,7,0,0
219,Woman,3,0,19,7,0,0
220,Woman,3,0,20,7,0,0
221,Woman,3,0,21,7,0,0
222,Woman,3,0,22,7,"We all do more, because we are<br>all spending our time at home<br>24/7 -> more cleaning and<br>cooking to do for everyone,<br>not just me",1
223,Woman,3,0,18,8,0,0
224,Woman,3,0,19,8,Productivity decreasing,1
225,Woman,3,0,20,8,0,0
226,Woman,3,0,21,8,Thanks for doing this!,1
227,Woman,3,0,22,8,"I am currently an MBA student,<br>and I decided to defer my<br>studies. And how will I<br>explain this<br>unexpected&inevitable pause to<br>my future employer? [...]",1
228,Woman,3,0,18,9,0,0
229,Woman,3,0,19,9,0,0
230,Woman,3,0,20,9,0,0
231,Woman,3,0,21,9,I do more but it is positive<br>because most of the time I<br>spend more than before is to<br>cook things I love and didn’t<br>have the time to before. It’s<br>[...],1
232,Woman,3,0,22,9,0,0
233,Woman,3,0,18,10,0,0
234,Woman,3,0,19,10,0,0
235,Woman,3,0,20,10,0,0
236,Woman,3,0,21,10,0,0
237,Woman,3,0,22,10,"As I stay alone, I cannot find<br>physical negative influences<br>due to the lockdown. However,<br>I began to worry about the<br>future of female equality<br>[...]",1
238,Woman,3,0,18,11,0,0
239,Woman,3,0,19,11,0,0
240,Woman,3,0,20,11,0,0
241,Woman,3,0,21,11,0,0
242,Woman,3,0,22,11,0,0
243,Woman,3,0,18,12,0,0
244,Woman,3,0,19,12,0,0
245,Woman,3,0,20,12,I feel lucky but worry about<br>how others are doing and feel<br>let down by the<br>media/government for not<br>highlighting the needs of<br>others/vulnerable [...],1
246,Woman,3,0,21,12,0,0
247,Woman,3,0,22,12,0,0
248,Woman,3,0,18,13,"It's an opportunity to learn<br>to see every little thing who<br>was making a difference in our<br>live, even if we never saw it.",1
249,Woman,3,0,19,13,0,0
250,Woman,3,0,20,13,0,0
251,Woman,3,0,21,13,0,0
252,Woman,3,0,22,13,0,0
253,Woman,3,0,18,14,"Good and bad days like most,<br>thinking too far ahead into<br>the future is the only thing<br>that makes me anxious.",1
254,Woman,3,0,19,14,0,0
255,Woman,3,0,20,14,0,0
256,Woman,3,0,21,14,0,0
257,Woman,3,0,22,14,0,0
258,Woman,3,0,18,15,0,0
259,Woman,3,0,19,15,0,0
260,Woman,3,0,20,15,Working from home is not a<br>long term solution for me. My<br>days are so long with non stop<br>video calls that I do not have<br>time for real work. I [...],1
261,Woman,3,0,21,15,I have been separated from my<br>immediate family as they are<br>in another country.,1
262,Woman,3,0,22,15,"We are a generation reliant on<br>social recognition, we<br>communicate through images of<br>places we have been and things<br>we have done, we stay in [...]",1
263,Woman,3,0,18,16,It’s very hard feeling that I<br>need to make sure to basically<br>avoid people when out and<br>keeping at a distance. My<br>family is in another country<br>[...],1
264,Woman,3,0,19,16,"coming from a large household<br>who have a family business.<br>With a household used to an an<br>open house with people in and<br>out all the time, has put<br>[...]",1
265,Woman,3,0,20,16,I feel more empowered as a<br>woman. This time has allowed<br>me to reach out and connect on<br>social platforms with others<br>who care deeply about [...],1
266,Woman,3,0,21,16,No all good,1
267,Woman,3,0,22,16,I’m really stressed about my a<br>level results and if I’ll be<br>able to go to the uni I wanted<br>to attend.,1
268,Woman,3,0,18,17,0,0
269,Woman,3,0,19,17,0,0
270,Woman,3,0,20,17,"I can carry out my duty as a<br>mother, wife, daughter and<br>teacher (my profession) well<br>when I am not needed to do all<br>at the same time. But covid<br>[...]",1
271,Woman,3,0,21,17,I am glad that my employer<br>allowed me to work flexible<br>hours from home - otherwise<br>having 2 working partners plus<br>2 kids (2 and 4) locked down<br>[...],1
272,Woman,3,0,22,17,0,0
273,Woman,3,0,18,18,Working from home resulted in<br>me having constipation.,1
274,Woman,3,0,19,18,0,0
275,Woman,3,0,20,18,0,0
276,Woman,3,0,21,18,Apart from impacting me<br>financially stress has been<br>the key component with my<br>teenage son who battles daily<br>with me regarding schoolwork,1
277,Woman,3,0,22,18,0,0
278,Woman,3,0,18,19,0,0
279,Woman,3,0,19,19,0,0
280,Woman,3,0,20,19,0,0
281,Woman,3,0,21,19,0,0
282,Woman,3,0,22,19,"It’s given me a lot of time to<br>think about what is really<br>important, health over wealth",1
283,Woman,3,0,18,20,0,0
284,Woman,3,0,19,20,0,0
285,Woman,3,0,20,20,0,0
286,Woman,3,0,21,20,0,0
287,Woman,3,0,22,20,0,0
288,Woman,3,0,18,21,Uncertainty in every area,1
289,Woman,3,0,19,21,0,0
290,Woman,3,0,20,21,0,0
291,Woman,3,0,21,21,"We are aware these are<br>historic unprecedented times,<br>it has impacted us negatively,<br>but most importantly made us<br>realize of the very positive<br>[...]",1
292,Woman,3,0,22,21,0,0
293,Woman,3,0,18,22,0,0
294,Woman,3,0,19,22,I know I am in a loving and<br>supportive household but do<br>worry for those who’s homes<br>are not their place of<br>sanctuary. I hope they and<br>their [...],1
295,Woman,3,0,20,22,"I have struggled with my<br>mental health all my adult<br>life, I feel less stressed<br>about everyday life. I’m<br>enjoying not having to leave<br>the house, [...]",1
296,Woman,3,0,21,22,0,0
297,Woman,3,0,22,22,I have had time to slow my<br>life down & evaluate where I<br>spend my time. I didn't<br>realise how much I needed to<br>do this. I feel grateful for<br>the [...],1
298,Woman,3,0,18,23,"I have learnt that although<br>I'm alone I am not alone, I am<br>not he only one going through<br>this and some people may have<br>it worst. Ive also used [...]",1
299,Woman,3,0,19,23,0,0
300,Woman,3,0,20,23,Although challenging I can<br>spend quality time with my<br>kids teaching them basic stuff<br>like cooking and have the time<br>and patience. So yes it's<br>[...],1
301,Woman,3,0,21,23,"Quarantine has taught me lost<br>lessons, the most important is<br>gratitude. I’m grateful for<br>why I do have. Sad times but<br>silver linings are giving<br>[...]",1
302,Woman,3,0,22,23,0,0
303,Woman,3,0,18,24,0,0
304,Woman,3,0,19,24,0,0
305,Woman,3,0,20,24,0,0
306,Woman,3,0,21,24,0,0
307,Woman,3,0,22,24,"I have a chronic illness and<br>the lockdown has affected me<br>physically in a bad way, which<br>has a knock on effect with my<br>mental health. Physically<br>[...]",1
308,Woman,3,0,18,25,I worry about the impact of<br>protective gear on my ability<br>to communicate with others<br>because I am deaf,1
309,Woman,3,0,19,25,0,0
310,Woman,3,0,20,25,0,0
311,Woman,3,0,21,25,0,0
312,Woman,3,0,22,25,0,0
313,Woman,3,0,18,26,"My husband has been redeployed<br>from Research to the NHS and<br>is basically never home, our<br>cleaner is obviously not<br>coming. I have 7 month old<br>[...]",1
314,Woman,3,0,19,26,0,0
315,Woman,3,0,20,26,0,0
316,Woman,3,0,21,26,0,0
317,Woman,3,0,22,26,0,0
318,Woman,3,0,18,27,0,0
319,Woman,3,0,19,27,0,0
320,Woman,3,0,20,27,People do not understand how<br>important it is to stay at<br>home. I live in Spain and the<br>numbers are going down (unlike<br>the UK). Even though I wish<br>[...],1
321,Woman,3,0,21,27,0,0
322,Woman,3,0,22,27,0,0
323,Woman,3,0,18,28,When you live with family<br>members who have mental health<br>issues it can be hard some<br>worse days than other days,1
324,Woman,3,0,19,28,0,0
325,Woman,3,0,20,28,I appreciate more how hard it<br>must be to be a teacher.,1
326,Woman,3,0,21,28,0,0
327,Woman,3,0,22,28,0,0
328,Woman,4,0,24,0,0,0
329,Woman,4,0,25,0,0,0
330,Woman,4,0,26,0,0,0
331,Woman,4,0,27,0,0,0
332,Woman,4,0,28,0,0,0
333,Woman,4,0,24,1,"I definitely think more about<br>life in general. About my past<br>experience, about the future.<br>I analyze a lot to be honest.<br>Sometimes is [...]",1
334,Woman,4,0,25,1,I know I had it very easy. The<br>only « difficult » thing was<br>that I couldn’t see my<br>boyfriend but otherwise the<br>lockdown was a good time.,1
335,Woman,4,0,26,1,0,0
336,Woman,4,0,27,1,0,0
337,Woman,4,0,28,1,0,0
338,Woman,4,0,24,2,0,0
339,Woman,4,0,25,2,0,0
340,Woman,4,0,26,2,0,0
341,Woman,4,0,27,2,0,0
342,Woman,4,0,28,2,I have learned to love to<br>clean my house,1
343,Woman,4,0,24,3,0,0
344,Woman,4,0,25,3,0,0
345,Woman,4,0,26,3,0,0
346,Woman,4,0,27,3,0,0
347,Woman,4,0,28,3,0,0
348,Woman,4,0,24,4,0,0
349,Woman,4,0,25,4,0,0
350,Woman,4,0,26,4,0,0
351,Woman,4,0,27,4,0,0
352,Woman,4,0,28,4,0,0
353,Woman,4,0,24,5,0,0
354,Woman,4,0,25,5,0,0
355,Woman,4,0,26,5,0,0
356,Woman,4,0,27,5,"Lockdown gave me a feeling of<br>perfect immobility. Nothing is<br>changing or evolving,<br>everything is on pause.<br>Sometimes I feel like time has<br>stopped.",1
357,Woman,4,0,28,5,"For me, the positive outcomes<br>definitely outweigh the<br>negative. There was more time<br>to reflect on past and future,<br>to take better care of [...]",1
358,Woman,4,0,24,6,0,0
359,Woman,4,0,25,6,0,0
360,Woman,4,0,26,6,I stayed at my parents'. It<br>was hard to be back in the<br>role of the child and no more<br>being a responsible adult who<br>took care of cooking... But<br>[...],1
361,Woman,4,0,27,6,0,0
362,Woman,4,0,28,6,0,0
363,Woman,4,0,24,7,0,0
364,Woman,4,0,25,7,0,0
365,Woman,4,0,26,7,I feel more supported by my<br>family as I am going through a<br>period of change and I am back<br>with them (confined),1
366,Woman,4,0,27,7,0,0
367,Woman,4,0,28,7,0,0
368,Woman,4,0,24,8,0,0
369,Woman,4,0,25,8,0,0
370,Woman,4,0,26,8,"I'm lucky that my husband and<br>I can work from home and that<br>my children are 17 and 18, so<br>don't need childcare and I<br>have more quality time with<br>[...]",1
371,Woman,4,0,27,8,0,0
372,Woman,4,0,28,8,0,0
373,Woman,4,0,24,9,0,0
374,Woman,4,0,25,9,No all good,1
375,Woman,4,0,26,9,0,0
376,Woman,4,0,27,9,0,0
377,Woman,4,0,28,9,Feeling stressed,1
378,Woman,4,0,24,10,0,0
379,Woman,4,0,25,10,0,0
380,Woman,4,0,26,10,0,0
381,Woman,4,0,27,10,0,0
382,Woman,4,0,28,10,This crisis frightens me.,1
383,Woman,4,0,24,11,"It has made me value my<br>friends and family, and also<br>is allowing me to rediscover<br>myself!",1
384,Woman,4,0,25,11,0,0
385,Woman,4,0,26,11,"Whilst the situation has given<br>me more time at home as a<br>family unit which I have<br>loved, I have adjusted my<br>working hours to ensure I can<br>[...]",1
386,Woman,4,0,27,11,0,0
387,Woman,4,0,28,11,"On a positive note, a lockdown<br>has allowed me to face my<br>feelings and spend more time<br>with myself to sort out the<br>things that have been bugging<br>[...]",1
388,Woman,4,0,24,12,0,0
389,Woman,4,0,25,12,"Covid doesnt recognised race<br>,colour or religious. But news<br>has make foreigner workers the<br>major carriers in Singapore.<br>It not right when people [...]",1
390,Woman,4,0,26,12,Hope it’ll be over soon,1
391,Woman,4,0,27,12,"The virus has given me<br>opportunity to do some self-<br>reflection, have more time for<br>myself as otherwise with my<br>full-time job, I hardly have<br>time [...]",1
392,Woman,4,0,28,12,0,0
393,Woman,4,0,24,13,I’ve enjoyed having more time<br>to reflect with less hustle<br>and bustle,1
394,Woman,4,0,25,13,I have been feeling a little<br>panic-y about coming out of<br>the lockdown as I have found<br>it difficult to get a clear<br>picture of the advice given.<br>[...],1
395,Woman,4,0,26,13,0,0
396,Woman,4,0,27,13,0,0
397,Woman,4,0,28,13,0,0
398,Woman,4,0,24,14,0,0
399,Woman,4,0,25,14,0,0
400,Woman,4,0,26,14,0,0
401,Woman,4,0,27,14,Of course it has been a<br>totally unexpected and<br>somewhat whirlwind experience.<br>I have differing days - some<br>seem to be bright and positive<br>and [...],1
402,Woman,4,0,28,14,0,0
403,Woman,4,0,24,15,0,0
404,Woman,4,0,25,15,0,0
405,Woman,4,0,26,15,"I feel a lot more relaxed<br>spending time at home, what<br>worries me now is going back<br>to work",1
406,Woman,4,0,27,15,"I lost a family member to C-19<br>and followed his deterioration<br>through a family watsapp<br>group. I can't go to the<br>funeral, not many of us can.<br>We [...]",1
407,Woman,4,0,28,15,0,0
408,Woman,4,0,24,16,0,0
409,Woman,4,0,25,16,"I’ve quite enjoyed it, I work<br>most of the week usually and I<br>am really enjoying the time I<br>have with my husband and son",1
410,Woman,4,0,26,16,"There’s definitely still a<br>gender divide in working from<br>home with a partner. He gets<br>to go to the office between 9<br>and 5, coming out for [...]",1
411,Woman,4,0,27,16,0,0
412,Woman,4,0,28,16,What I have found more<br>stressful is the virtual<br>pressures of needing to stay<br>connected. It's actually been<br>more difficult for me to find<br>moments [...],1
413,Woman,4,0,24,17,0,0
414,Woman,4,0,25,17,0,0
415,Woman,4,0,26,17,0,0
416,Woman,4,0,27,17,0,0
417,Woman,4,0,28,17,0,0
418,Woman,4,0,24,18,0,0
419,Woman,4,0,25,18,0,0
420,Woman,4,0,26,18,0,0
421,Woman,4,0,27,18,"I have had more time to work<br>on myself by reading,<br>listening to podcasts and<br>learning to be comfortable<br>with just being at home,<br>before lockdown [...]",1
422,Woman,4,0,28,18,Supporting my friends who work<br>in services has been tricky,1
423,Woman,4,0,24,19,0,0
424,Woman,4,0,25,19,0,0
425,Woman,4,0,26,19,0,0
426,Woman,4,0,27,19,0,0
427,Woman,4,0,28,19,I found time to do things<br>around my home that I have<br>been postponing for a long<br>time.,1
428,Woman,4,0,24,20,0,0
429,Woman,4,0,25,20,0,0
430,Woman,4,0,26,20,0,0
431,Woman,4,0,27,20,0,0
432,Woman,5,0,30,0,0,0
433,Woman,5,0,31,0,0,0
434,Woman,5,0,32,0,0,0
435,Woman,5,0,33,0,0,0
436,Woman,5,0,34,0,0,0
437,Woman,5,0,30,1,0,0
438,Woman,5,0,31,1,0,0
439,Woman,5,0,32,1,0,0
440,Woman,5,0,33,1,0,0
441,Woman,5,0,34,1,0,0
442,Woman,5,0,30,2,Being in lockdown with 9<br>friends was an amazing social<br>experiment that made us<br>realize that it was how we<br>should live our lives,1
443,Woman,5,0,31,2,0,0
444,Woman,5,0,32,2,0,0
445,Woman,5,0,33,2,0,0
446,Woman,5,0,34,2,0,0
447,Woman,5,0,30,3,0,0
448,Woman,5,0,31,3,0,0
449,Woman,5,0,32,3,0,0
450,Woman,5,0,33,3,0,0
